,UniProt ID,InChI Key,Parameter,Value,Unit,Database Source,Database Target ID,Database Ligand ID,Reference,Interaction_type
989,P21731,ZGXUCMQIVLIZTA-DMPNSMEDSA-N,IC50,>10000,nM,ChEMBL,CHEMBL2069,CHEMBL289373,10915040,0
990,O95136,QTKLDIPKJJAYHB-UHFFFAOYSA-N,IC50,>10000,nM,ChEMBL,CHEMBL2955,CHEMBL193789,16190743,0
991,Q63931,GNCTXZCRPJHAQB-ORYMTKCHSA-N,IC50,170,nM,ChEMBL,CHEMBL3501,CHEMBL3142689,1716682,1
992,Q13258,ICSJJGLAKDSPMF-UHFFFAOYSA-N,IC50,>10000,nM,ChEMBL,CHEMBL4427,CHEMBL2181810,23721423,0
993,P25101,YOUSJXJDRAULJM-UHFFFAOYSA-N,IC50,0.29,nM,ChEMBL,CHEMBL252,CHEMBL304762,10377221,1
994,Q61616,RZZAEVQHACUOGI-UHFFFAOYSA-N,IC50,>10000,nM,ChEMBL,CHEMBL3071,CHEMBL138809,11784148,0
995,Q9EPX4,VEXWDYQHJDYFMJ-UHFFFAOYSA-N,IC50,2000,nM,ChEMBL,CHEMBL2188,CHEMBL3325796,25075638,0
996,Q99500,YVPVVMYVUCYNPA-IBVKSMDESA-N,IC50,>10000,nM,ChEMBL,CHEMBL3892,CHEMBL2018571,22214363,0
997,P35463,ZVOHIMQGBZNYCM-QTXBERLJSA-M,IC50,3200,nM,ChEMBL,CHEMBL3949,CHEMBL51030,9873432,0
998,P08908,RKQJZPXMZOPXLB-UHFFFAOYSA-N,IC50,158.49,nM,ChEMBL,CHEMBL214,CHEMBL53485,7752204,1
999,P50406,RZFPSYUVZCCIFI-UHFFFAOYSA-N,IC50,>10000,nM,ChEMBL,CHEMBL3371,CHEMBL511312,19261477,0
1000,P18130,DGHMFEZDVIXRST-UHFFFAOYSA-N,IC50,>100,nM,ChEMBL,CHEMBL4892,CHEMBL64167,9622542,1
1001,Q9HBW0,AXAGGQQXMQHIFF-UHFFFAOYSA-N,IC50,450,nM,ChEMBL,CHEMBL3724,CHEMBL118508,15177461,1
1002,P49146,YHHVDDWWOBXMTB-INFBVQAXSA-N,IC50,1.16,nM,ChEMBL,CHEMBL4018,CHEMBL429905,10978189,1
1003,P70536,XLNHXLDLVRTYBV-SKMZOQCVSA-N,IC50,50,nM,ChEMBL,CHEMBL3996,CHEMBL338548,8258821,1
1004,P18089,PHLBKPHSAVXXEF-UHFFFAOYSA-N,IC50,389,nM,ChEMBL,CHEMBL1942,CHEMBL621,DrugMatrix in vitro pharmacology data,1
1005,Q00788,RJVJCZBVIWJDJU-FGALSUIOSA-N,IC50,1500,nM,ChEMBL,CHEMBL3766,CHEMBL338951,8258821,0
1006,P21554,FOWRQJBPBDHQLM-UHFFFAOYSA-N,IC50,1040,nM,ChEMBL,CHEMBL218,CHEMBL521068,18243711,0
1007,P21554,FDTYAXCNZRGUIM-FUHIMQAGSA-N,IC50,>17000,nM,ChEMBL,CHEMBL218,CHEMBL1765280,21420857,0
1008,P35462,ODQWQRRAPPTVAG-UHFFFAOYSA-N,IC50,1393,nM,ChEMBL,CHEMBL234,CHEMBL1628227,DrugMatrix in vitro pharmacology data,0
1009,O43613,AQMKUCYHSZPXMA-UHFFFAOYSA-N,IC50,466,nM,ChEMBL,CHEMBL5113,CHEMBL3946703,None,1
1010,P35367,UVKZSORBKUEBAZ-UHFFFAOYSA-N,IC50,38,nM,ChEMBL,CHEMBL231,CHEMBL648,DrugMatrix in vitro pharmacology data,1
1011,P21731,DKSKRBVXRDGYAS-UHFFFAOYSA-N,IC50,30000,nM,ChEMBL,CHEMBL2069,CHEMBL589973,19804971,0
1012,P07550,YFRSUTAFXANULP-MHZLTWQESA-N,IC50,6900,nM,ChEMBL,CHEMBL210,CHEMBL1078395,20181479,0
1013,Q99500,DOAHOEVWZUKZMM-LAUBAEHRSA-N,IC50,1500,nM,ChEMBL,CHEMBL3892,CHEMBL378061,16621543,0
1014,P43115,JMYRYCOGQOEXOC-UHFFFAOYSA-N,IC50,>25000,nM,ChEMBL,CHEMBL3710,CHEMBL2386077,23721423,0
1015,P32245,YTZPUJBWCYPFRS-BKCCHETOSA-N,IC50,520,nM,ChEMBL,CHEMBL259,CHEMBL398635,18088090,1
1016,P33535,GCMXFAGNVBGNHO-OUIFEYBHSA-N,IC50,6.9,nM,ChEMBL,CHEMBL270,CHEMBL76062,1346276,1
1017,P18130,HDUPNKAXLWKEFD-UHFFFAOYSA-N,IC50,40000,nM,ChEMBL,CHEMBL4892,CHEMBL285010,7912735,0
1018,P25101,NCSPDGBPJJGGDT-ONEGZZNKSA-N,IC50,81,nM,ChEMBL,CHEMBL252,CHEMBL426218,"Bioorg. Med. Chem. Lett., (1997) 7:7:939",1
1019,P56481,YDOTUXAWKBPQJW-NSLWYYNWSA-N,IC50,>80000,nM,ChEMBL,CHEMBL2854,CHEMBL1403281,"Bioorg. Med. Chem. Lett., (1992) 2:1:9",0
1020,P32245,HWDXGLQUFJWIAC-DIWSUELLSA-N,IC50,930,nM,ChEMBL,CHEMBL259,CHEMBL411391,18088090,1
1021,P34972,LLHAQAXODCGVTF-UHFFFAOYSA-N,IC50,1950.4,nM,ChEMBL,CHEMBL253,CHEMBL524727,19530697,0
1022,P08588,SJDBLIZTGQTKNC-IBGZPJMESA-N,IC50,>10000,nM,ChEMBL,CHEMBL213,CHEMBL1084136,20181479,0
1023,P0DMS8,RJBNBAZSSSSPMS-UHFFFAOYSA-N,IC50,33,nM,ChEMBL,CHEMBL256,CHEMBL124897,15203160,1
1024,Q99500,QTKLDIPKJJAYHB-UHFFFAOYSA-N,IC50,>10000,nM,ChEMBL,CHEMBL3892,CHEMBL193789,16190743,0
1025,Q00788,PNRRDVRHNNQXFW-KYFUVCTDSA-N,IC50,1100,nM,ChEMBL,CHEMBL3766,CHEMBL128258,8258821,0
1026,P41145,MUAYITOFLINYIL-UHFFFAOYSA-N,IC50,2820,nM,ChEMBL,CHEMBL237,CHEMBL116735,11585444,0
1027,Q13258,ZTPOWDSDKMQVBU-UHFFFAOYSA-N,IC50,19000,nM,ChEMBL,CHEMBL4427,CHEMBL2204469,22651823,0
1028,P21728,BLSQLHNBWJLIBQ-OZXSUGGESA-N,IC50,25480,nM,ChEMBL,CHEMBL2056,CHEMBL1306,DrugMatrix in vitro pharmacology data,0
1029,P0DMS8,AFZSMODLJJCVPP-UHFFFAOYSA-N,IC50,347,nM,ChEMBL,CHEMBL256,CHEMBL508112,DrugMatrix in vitro pharmacology data,1
1030,P25929,CCJIUBMPDVWYLU-UHFFFAOYSA-N,IC50,>10000,nM,ChEMBL,CHEMBL4777,CHEMBL491762,18637668,0
1031,P35367,RMEDXOLNCUSCGS-UHFFFAOYSA-N,IC50,4519,nM,ChEMBL,CHEMBL231,CHEMBL1108,DrugMatrix in vitro pharmacology data,0
1032,P28223,GLNYEIITSMNOCW-UHFFFAOYSA-N,IC50,135,nM,ChEMBL,CHEMBL224,CHEMBL1214115,20637635,1
1033,P34995,BTTDPLCDPXPOEM-AHJNKEMKSA-N,IC50,3450,nM,ChEMBL,CHEMBL1811,CHEMBL36911,10915040,0
1034,P24530,CSKOXMVENMNMHJ-UHFFFAOYSA-N,IC50,4580,nM,ChEMBL,CHEMBL1785,CHEMBL174326,12617929,0
1035,P25101,UWVSLXNFMJFARF-UHFFFAOYSA-N,IC50,6.6,nM,ChEMBL,CHEMBL252,CHEMBL1272190,20932745,1
1036,P30560,XOEBJJNTRTZFHK-UHFFFAOYSA-N,IC50,300,nM,ChEMBL,CHEMBL2868,CHEMBL59754,8393113,1
1037,P32745,GAGMNMVDVIUYOH-VDFIJDOYSA-N,IC50,1320,nM,ChEMBL,CHEMBL2028,CHEMBL1254395,20684600,0
1038,Q64264,ZUTQCPBDRJBADG-UHFFFAOYSA-N,IC50,55,nM,ChEMBL,CHEMBL3737,CHEMBL292779,9357515,1
1039,P21453,WAAWETUDFSIYSD-UHFFFAOYSA-N,IC50,362,nM,ChEMBL,CHEMBL4333,CHEMBL3741589,26509640,1
1040,P24530,UIRWQOJPYZYVQA-GEEKYZPCSA-N,IC50,1050,nM,ChEMBL,CHEMBL1785,CHEMBL30297,"Bioorg. Med. Chem. Lett., (1995) 5:13:1401",0
1041,P08173,ZGWVRJWWDJNRNP-UHFFFAOYSA-N,IC50,301.1,nM,ChEMBL,CHEMBL1821,CHEMBL58228,9873472,1
1042,P21452,GMOZJRCKKHJQKO-QKUYTOGTSA-N,IC50,>10000,nM,ChEMBL,CHEMBL2327,CHEMBL3735225,"MedChemComm, (2015) 6:3:469",0
1043,P29089,KFQVCVVDOXBMIY-UHFFFAOYSA-N,IC50,52,nM,ChEMBL,CHEMBL263,CHEMBL276150,8421274,1
1044,P35463,APUCFGMBXSLHQL-GVXSCFBNSA-N,IC50,2360,nM,ChEMBL,CHEMBL3949,CHEMBL266143,8676339,0
1045,P25101,DTSHFCFWFUAWDU-UHFFFAOYSA-N,IC50,2.3,nM,ChEMBL,CHEMBL252,CHEMBL2165335,22862294,1
1046,Q13639,HFOUMBDMIJJHCK-UHFFFAOYSA-N,IC50,>10000,nM,ChEMBL,CHEMBL1875,CHEMBL1163015,19700325,0
1047,P28335,YBKCQCAJYCNQFK-UHFFFAOYSA-N,IC50,1300,nM,ChEMBL,CHEMBL225,CHEMBL261019,18083580,0
1048,O43613,OBGUWOPMHXCGQJ-GOSISDBHSA-N,IC50,27,nM,ChEMBL,CHEMBL5113,CHEMBL3924447,None,1
1049,P30874,UHWQSESKOKODEV-HLADLETHSA-N,IC50,>10000,nM,ChEMBL,CHEMBL1804,CHEMBL3323082,25050159,0
1050,P16610,WMFBGXXJQTWHFB-CZAZUPBQSA-N,IC50,824,nM,ChEMBL,CHEMBL4554,CHEMBL297776,8388471,1
1051,P21453,KYHUARFFBDLROH-MOPGFXCFSA-N,IC50,2,nM,ChEMBL,CHEMBL4333,CHEMBL3086703,24125884,1
1052,P34969,UQLMPELWUKMDTO-UHFFFAOYSA-N,IC50,3100,nM,ChEMBL,CHEMBL3155,CHEMBL2376483,23542166,0
1053,P35372,DSETYSNYVDMLCU-UHFFFAOYSA-N,IC50,3100,nM,ChEMBL,CHEMBL233,CHEMBL407325,18468891,0
1054,O43614,LKLSQZHWKXKGKO-CVEARBPZSA-N,IC50,2150,nM,ChEMBL,CHEMBL4792,CHEMBL3976423,None,0
1055,P35348,XXEDWUDQENPOIM-UHFFFAOYSA-N,IC50,1910,nM,ChEMBL,CHEMBL229,CHEMBL494155,19403308,0
1056,P19327,VNEQQDVYANFDGN-UHFFFAOYSA-N,IC50,74.6,nM,ChEMBL,CHEMBL273,CHEMBL422453,8863806,1
1057,P32246,VDALIBWXVQVFGZ-UHFFFAOYSA-N,IC50,>10000,nM,ChEMBL,CHEMBL2413,CHEMBL41275,10821717,0
1058,P51681,ZEZPDHKACVMMCD-UHFFFAOYSA-N,IC50,<3000,nM,ChEMBL,CHEMBL274,CHEMBL452864,19053768,0
1059,O95136,DOAHOEVWZUKZMM-DYESRHJHSA-N,IC50,>10000,nM,ChEMBL,CHEMBL2955,CHEMBL378300,16621543,0
1060,Q9H228,BPANWCJVYBGZFM-UHFFFAOYSA-N,IC50,120,nM,ChEMBL,CHEMBL2274,CHEMBL224799,15615513,1
1061,P14416,VJSKWISJKOVRKJ-UHFFFAOYSA-N,IC50,>10000,nM,ChEMBL,CHEMBL217,CHEMBL1222234,20655748,0
1062,P21731,IHAXLPDVOWLUOS-UHFFFAOYSA-N,IC50,>25000,nM,ChEMBL,CHEMBL2069,CHEMBL2386081,23721423,0
1063,P35462,QQWLSTBNUSPPGV-UHFFFAOYSA-N,IC50,1659.59,nM,ChEMBL,CHEMBL234,CHEMBL331077,12443779,0
1064,P08588,QZZUEBNBZAPZLX-QFIPXVFZSA-N,IC50,316.23,nM,ChEMBL,CHEMBL213,CHEMBL1095777,22079756,1
1065,P28335,RTHIBOYVHBRSHH-UHFFFAOYSA-N,IC50,4000,nM,ChEMBL,CHEMBL225,CHEMBL293923,9622542,0
1066,P34995,IMBHIUBZBSVFLA-UHFFFAOYSA-N,IC50,39.81,nM,ChEMBL,CHEMBL1811,CHEMBL397957,17084082,1
1067,O43613,RUSFURXJIGWJEC-UHFFFAOYSA-N,IC50,4072,nM,ChEMBL,CHEMBL5113,CHEMBL3969724,None,0
1068,P48145,BIHRXGOBANXBEE-UHFFFAOYSA-N,IC50,360,nM,ChEMBL,CHEMBL1293293,CHEMBL2002041,PubChem BioAssay data set,1
1069,P41146,NWSSUJWCJDJJPF-UHFFFAOYSA-N,IC50,667.5,nM,ChEMBL,CHEMBL2014,CHEMBL1762401,21330016,1
1070,P41144,QSUKVYYQRUISGS-YADHBBJMSA-N,IC50,439,nM,ChEMBL,CHEMBL3952,CHEMBL576340,19576786,1
1071,P30553,VXGAMVOEHDRISN-USZFVNFHSA-N,IC50,>10000,nM,ChEMBL,CHEMBL3508,CHEMBL2114081,11405658,0
1072,P30551,WTQBFTIEDRQJTH-UHFFFAOYSA-N,IC50,4000,nM,ChEMBL,CHEMBL2871,CHEMBL134618,8277510,0
1073,P26684,HKFUBVWJLXAVLN-KSNOWIBYSA-N,IC50,112,nM,ChEMBL,CHEMBL4566,CHEMBL9495,8676339,1
1074,Q9Y271,NJFATHWGHKUXIF-CCQVQAEASA-N,IC50,120,nM,ChEMBL,CHEMBL1798,CHEMBL3809628,26985325,1
1075,P24530,ZOROKKMHSMAWKA-UHFFFAOYSA-N,IC50,13,nM,ChEMBL,CHEMBL1785,CHEMBL160768,10098676,1
1076,P25021,BKRGVLQUQGGVSM-KBXCAEBGSA-N,IC50,1040,nM,ChEMBL,CHEMBL1941,CHEMBL157138,DrugMatrix in vitro pharmacology data,0
1077,P30872,OZDREFLNGRGSTR-ATEMFORASA-N,IC50,>10000,nM,ChEMBL,CHEMBL1917,CHEMBL1161334,14667212,0
1078,Q62928,NGRWIKNLASBEQP-UHFFFAOYSA-N,IC50,>3200,nM,ChEMBL,CHEMBL4909,CHEMBL204058,16442794,0
1079,P08172,XDJKUYGHZCAUNE-UHFFFAOYSA-N,IC50,1248.2,nM,ChEMBL,CHEMBL211,CHEMBL121552,9986705,0
1080,P50406,SEIUUGSPMDEOOF-UHFFFAOYSA-N,IC50,422,nM,ChEMBL,CHEMBL3371,CHEMBL1222136,20655748,1
1081,P28223,DARAALXZQWSOKR-UHFFFAOYSA-N,IC50,>10000,nM,ChEMBL,CHEMBL224,CHEMBL3601043,26077492,0
1082,P26684,DUPDECLTLXSMKU-TVZXLZGTSA-N,IC50,1.4,nM,ChEMBL,CHEMBL4566,CHEMBL111611,9703472,1
1083,Q13258,YHHQAANNJRMXTM-UHFFFAOYSA-N,IC50,2070,nM,ChEMBL,CHEMBL4427,CHEMBL569762,19804971,0
1084,P32745,BQQAFUIHJKWSBW-MERDQZKQSA-N,IC50,1127,nM,ChEMBL,CHEMBL2028,CHEMBL3349506,9544214,0
1085,P35463,UMKHUVRCCMAOBN-OTPQXUHPSA-N,IC50,>100000,nM,ChEMBL,CHEMBL3949,CHEMBL343379,7473559,0
1086,P28223,CEUORZQYGODEFX-UHFFFAOYSA-N,IC50,2790,nM,ChEMBL,CHEMBL224,CHEMBL1112,27173799,0
1087,P08912,DUFKTZBQJIHIAQ-VGZDNEPHSA-N,IC50,>1000,nM,ChEMBL,CHEMBL2035,CHEMBL198949,16198561,1
1088,P35463,ACOIUSQYQHOULG-UHFFFAOYSA-N,IC50,3500,nM,ChEMBL,CHEMBL3949,CHEMBL94918,"Bioorg. Med. Chem. Lett., (1997) 7:3:275",0
1089,P26684,PTWHEHNWQHTLPY-FMGHJNRGSA-N,IC50,2.5,nM,ChEMBL,CHEMBL4566,CHEMBL109206,9703472,1
1090,Q99500,DCFSIJLWXJXSQC-UHFFFAOYSA-N,IC50,3776,nM,ChEMBL,CHEMBL3892,CHEMBL1526126,PubChem BioAssay data set,0
1091,P30969,BMXZJFBFLGXCCY-UHFFFAOYSA-N,IC50,>1280,nM,ChEMBL,CHEMBL3066,CHEMBL342396,10743944,0
1092,P41146,HFUCMBMATFVNGH-UHFFFAOYSA-N,IC50,100,nM,ChEMBL,CHEMBL2014,CHEMBL434944,16153834,1
1093,P48145,BFZMZQCRZNOAGD-UHFFFAOYSA-N,IC50,280,nM,ChEMBL,CHEMBL1293293,CHEMBL1720022,PubChem BioAssay data set,1
1094,O43613,UMYXNJREGGUZAA-GJZGRUSLSA-N,IC50,51,nM,ChEMBL,CHEMBL5113,CHEMBL3975104,None,1
1095,P25101,IZJYSKBXILTXTE-AATRIKPKSA-N,IC50,53,nM,ChEMBL,CHEMBL252,CHEMBL172248,"Bioorg. Med. Chem. Lett., (1997) 7:7:939",1
1096,P56481,SQOFWEYFVZRPBW-UHFFFAOYSA-N,IC50,310,nM,ChEMBL,CHEMBL2854,CHEMBL30656,"Bioorg. Med. Chem. Lett., (1996) 6:13:1421",1
1097,P30551,ZCGOYUREWVPOPX-UIOOFZCWSA-N,IC50,>10000,nM,ChEMBL,CHEMBL2871,CHEMBL100604,"Bioorg. Med. Chem. Lett., (1996) 6:24:2971",0
1098,P21554,OXXZOOQIIFAICN-UHFFFAOYSA-N,IC50,150,nM,ChEMBL,CHEMBL218,CHEMBL466084,19328684,1
1099,P41145,MGPBSRLNSVZGJT-UHFFFAOYSA-N,IC50,31.9,nM,ChEMBL,CHEMBL237,CHEMBL304404,11755353,1
1100,Q62928,MEGLXJYQFSBUAK-ZENAZSQFSA-N,IC50,86,nM,ChEMBL,CHEMBL4909,CHEMBL425243,16442794,1
1101,P47900,YRQLRCRBEYSAIN-UHFFFAOYSA-N,IC50,>25000,nM,ChEMBL,CHEMBL4315,CHEMBL399203,17524641,0
1102,P49146,MUTOQFPGGSSVLM-QKVFXAPYSA-N,IC50,>10000,nM,ChEMBL,CHEMBL4018,CHEMBL1784130,19616955,0
1103,Q75Z89,WJEQILZOFAFUAF-UHFFFAOYSA-N,IC50,600,nM,ChEMBL,CHEMBL3446,CHEMBL296395,7912735,1
1104,P32239,YPJJGPAITLRMHR-GBGBWPTHSA-N,IC50,6100,nM,ChEMBL,CHEMBL298,CHEMBL412544,8295219,0
1105,P33533,CIXRLSHQKQIGJK-NTWBUTRESA-N,IC50,3.7,nM,ChEMBL,CHEMBL269,CHEMBL288317,8289187,1
1106,P19327,JQDKIHJGQVYOCG-QFIPXVFZSA-N,IC50,34,nM,ChEMBL,CHEMBL273,CHEMBL147692,9986719,1
1107,O43613,HAZMOELOWBXLFD-UHFFFAOYSA-N,IC50,8,nM,ChEMBL,CHEMBL5113,CHEMBL3912836,None,1
1108,P25103,YAZQHTDRBQHAQK-HKBQPEDESA-N,IC50,10,nM,ChEMBL,CHEMBL249,CHEMBL74237,9873524,1
1109,P41144,CYJXAMPRIJGYPS-UQARTHHBSA-N,IC50,>10000,nM,ChEMBL,CHEMBL3952,CHEMBL431250,9288176,0
1110,P21554,QIERXXZDSLXNAV-UHFFFAOYSA-N,IC50,26,nM,ChEMBL,CHEMBL218,CHEMBL246722,17270441,1
1111,P07550,QGVXSCKXMINZKP-ISJGIBHGSA-N,IC50,10900,nM,ChEMBL,CHEMBL210,CHEMBL3747487,26590100,0
1112,Q00788,SRWBFDABAOKZPN-ROZHPIASSA-N,IC50,>3000,nM,ChEMBL,CHEMBL3766,CHEMBL131564,8258821,0
1113,P50406,CWYJMCYDDSRPBB-UHFFFAOYSA-N,IC50,1000,nM,ChEMBL,CHEMBL3371,CHEMBL2376491,23542166,1
1114,Q13258,NONWUVBJQKYHHO-CQSZACIVSA-N,IC50,>10000,nM,ChEMBL,CHEMBL4427,CHEMBL194085,15715457,0
1115,P29371,GOQORMIBYOZRHK-QHCPKHFHSA-N,IC50,>5000,nM,ChEMBL,CHEMBL4429,CHEMBL281194,7513763,0
1116,P70536,ZKXGPDWYRJXINB-CEBNGQAMSA-N,IC50,21,nM,ChEMBL,CHEMBL3996,CHEMBL129983,8258821,1
1117,Q9H244,XXEKPXVFNRHEDM-UHFFFAOYSA-N,IC50,142,nM,ChEMBL,CHEMBL2001,CHEMBL3325798,25075638,1
1118,P30551,VYWMUHMYUXGNMQ-UHFFFAOYSA-N,IC50,4580,nM,ChEMBL,CHEMBL2871,CHEMBL9291,9544204,0
1119,P20272,NWBHBTKCUROIPP-UHFFFAOYSA-N,IC50,9,nM,ChEMBL,CHEMBL3571,CHEMBL487162,18954042,1
1120,P43119,FIPYJDOEJWQULW-VGQIUGRMSA-N,IC50,3300,nM,ChEMBL,CHEMBL1995,CHEMBL435382,9357516,0
1121,P24530,XLWUWLXWMRPIPP-UHFFFAOYSA-N,IC50,14400,nM,ChEMBL,CHEMBL1785,CHEMBL47604,9171877,0
1122,P25025,QJAVXFUSSGAEFL-UHFFFAOYSA-N,IC50,6.2,nM,ChEMBL,CHEMBL2434,CHEMBL404060,18242983,1
1123,P08588,OARXYWDYXBWAPJ-CNWYBHPASA-N,IC50,>20000,nM,ChEMBL,CHEMBL213,CHEMBL3128190,24437735,0
1124,P21554,HBQAIROLYJEHCY-UHFFFAOYSA-N,IC50,37,nM,ChEMBL,CHEMBL218,CHEMBL246686,17270441,1
1125,P11229,KRMDCWKBEZIMAB-UHFFFAOYSA-N,IC50,11,nM,ChEMBL,CHEMBL216,CHEMBL629,DrugMatrix in vitro pharmacology data,1
1126,P28223,KLBQZWRITKRQQV-UHFFFAOYSA-N,IC50,4.366,nM,ChEMBL,CHEMBL224,CHEMBL479,DrugMatrix in vitro pharmacology data,1
1127,Q9Y2T6,FUDLPNVYTSNVGM-UHFFFAOYSA-N,IC50,3230,nM,ChEMBL,CHEMBL1075322,CHEMBL2177249,23679955,0
1128,P24530,VZYMQNGHMAKWDO-UHFFFAOYSA-N,IC50,1300,nM,ChEMBL,CHEMBL1785,CHEMBL10919,9089328,0
1129,Q75Z89,DKPLHRMZPXJGSC-UHFFFAOYSA-N,IC50,10000,nM,ChEMBL,CHEMBL3446,CHEMBL52438,7912735,0
1130,P34972,BRQVTPIRIXMLAJ-UHFFFAOYSA-N,IC50,1800,nM,ChEMBL,CHEMBL253,CHEMBL246900,17270441,0
1131,P43140,QZUDBNBUXVUHMW-UHFFFAOYSA-N,IC50,38,nM,ChEMBL,CHEMBL319,CHEMBL42,DrugMatrix in vitro pharmacology data,1
1132,P24530,XRNWLGYOIPZNLV-UHFFFAOYSA-N,IC50,2000,nM,ChEMBL,CHEMBL1785,CHEMBL417978,9089328,0
1133,P20288,MLGFPSFWCWQJSM-UHFFFAOYSA-N,IC50,1000,nM,ChEMBL,CHEMBL3998,CHEMBL335902,"Bioorg. Med. Chem. Lett., (1991) 1:8:403",1
1134,P30547,FHHJIELOJQJHCG-JNRWAQIZSA-N,IC50,49.6,nM,ChEMBL,CHEMBL3942,CHEMBL311405,"Bioorg. Med. Chem. Lett., (1994) 4:19:2263",1
1135,P11229,UREZNYTWGJKWBI-UHFFFAOYSA-M,IC50,412,nM,ChEMBL,CHEMBL216,CHEMBL221753,DrugMatrix in vitro pharmacology data,1
1136,P41595,SGVJKODGLNRNLW-UHFFFAOYSA-N,IC50,794.33,nM,ChEMBL,CHEMBL1833,CHEMBL3735756,"MedChemComm, (2015) 6:4:601",1
1137,P08908,IIYLGSKFTYDEID-UHFFFAOYSA-N,IC50,501.19,nM,ChEMBL,CHEMBL214,CHEMBL299213,7752204,1
1138,P41595,URKOMYMAXPYINW-UHFFFAOYSA-N,IC50,213.5,nM,ChEMBL,CHEMBL1833,CHEMBL716,DrugMatrix in vitro pharmacology data,1
1139,P28223,JCFDYNJSFCXYRT-FQEVSTJZSA-N,IC50,4400,nM,ChEMBL,CHEMBL224,CHEMBL420965,10052975,0
1140,P70536,FXKGSLOULRBCHE-YFCBNTRVSA-N,IC50,23,nM,ChEMBL,CHEMBL3996,CHEMBL435409,8258821,1
1141,P34972,VAFRFEYFESMIGH-UHFFFAOYSA-N,IC50,4746,nM,ChEMBL,CHEMBL253,CHEMBL498746,19530697,0
1142,P34972,LLUPQAMJQLNFAN-UHFFFAOYSA-N,IC50,1410,nM,ChEMBL,CHEMBL253,CHEMBL487158,18954042,0
1143,O43614,ALKRIZHABJGFFB-GJZGRUSLSA-N,IC50,1020,nM,ChEMBL,CHEMBL4792,CHEMBL3967901,None,0
1144,P61169,IWFKJEVCXTYAFE-MWLCHTKSSA-N,IC50,68,nM,ChEMBL,CHEMBL339,CHEMBL299430,1971308,1
1145,Q9Y5X5,NHCZEDDUCRWXKT-CJKZIAQFSA-N,IC50,0.79,nM,ChEMBL,CHEMBL5952,CHEMBL1672379,24900254,1
1146,O95977,UCEGDYDPOSBUTP-UHFFFAOYSA-N,IC50,396,nM,ChEMBL,CHEMBL3230,CHEMBL1334062,PubChem BioAssay data set,1
1147,P35346,YMTIQEBOOSGDTN-NQBOEVRASA-N,IC50,1000,nM,ChEMBL,CHEMBL1792,CHEMBL3349666,9544214,1
1148,P41146,CATICBJPMVXFEO-UHFFFAOYSA-N,IC50,731.6,nM,ChEMBL,CHEMBL2014,CHEMBL1762399,21330016,1
1149,P08172,KTQASNDGWLUTPN-UHFFFAOYSA-N,IC50,1570,nM,ChEMBL,CHEMBL211,CHEMBL114484,11585444,0
1150,P26684,VFGAMOVSTAXQPU-UMTXDNHDSA-N,IC50,3.3,nM,ChEMBL,CHEMBL4566,CHEMBL112877,9703472,1
1151,P20309,IQCCZGULZZAZRT-JMJMLWOWSA-N,IC50,2200,nM,ChEMBL,CHEMBL245,CHEMBL132698,9435896,0
1152,P32239,RBQJPMJMFXCDHW-GDLZYMKVSA-N,IC50,9200,nM,ChEMBL,CHEMBL298,CHEMBL114926,1766000,0
1153,Q9Y2T6,PITVDYLNTHZLRC-RGEXLXHISA-N,IC50,17300,nM,ChEMBL,CHEMBL1075322,CHEMBL1413629,PubChem BioAssay data set,0
1154,P18825,JMPFSEBWVLAJKM-UHFFFAOYSA-N,IC50,7100,nM,ChEMBL,CHEMBL1916,CHEMBL12131,DrugMatrix in vitro pharmacology data,0
1155,P28335,GZUITABIAKMVPG-UHFFFAOYSA-N,IC50,1178,nM,ChEMBL,CHEMBL225,CHEMBL81,DrugMatrix in vitro pharmacology data,0
1156,P30551,DHCPCOHAOIIJNV-WHIQUKMESA-N,IC50,1200,nM,ChEMBL,CHEMBL2871,CHEMBL2304157,"Bioorg. Med. Chem. Lett., (1992) 2:1:45",0
1157,P31391,DJTDUQMRMTXFRC-KDGQRRASSA-N,IC50,>1000,nM,ChEMBL,CHEMBL1853,CHEMBL3144284,15828816,1
1158,P41595,YEHCICAEULNIGD-MZMPZRCHSA-N,IC50,76,nM,ChEMBL,CHEMBL1833,CHEMBL531,DrugMatrix in vitro pharmacology data,1
1159,P08913,LNEPOXFFQSENCJ-UHFFFAOYSA-N,IC50,4973,nM,ChEMBL,CHEMBL1867,CHEMBL54,DrugMatrix in vitro pharmacology data,0
1160,P50406,PHVGLTMQBUFIQQ-UHFFFAOYSA-N,IC50,554,nM,ChEMBL,CHEMBL3371,CHEMBL445,DrugMatrix in vitro pharmacology data,1
1161,P30872,VQFBJGSUDSOXIC-VTWHXDHHSA-N,IC50,103,nM,ChEMBL,CHEMBL1917,CHEMBL408825,11405660,1
1162,P28223,SWGWJQBPCJEQJC-UHFFFAOYSA-N,IC50,91.2,nM,ChEMBL,CHEMBL224,CHEMBL313189,11755364,1
1163,P25103,NTFBBTFFNHWGRY-DULINDOHSA-N,IC50,>10000,nM,ChEMBL,CHEMBL249,CHEMBL3736459,"MedChemComm, (2015) 6:3:469",0
1164,P33533,UNKNXDWBSNQELQ-LEOXJPRUSA-N,IC50,4.9,nM,ChEMBL,CHEMBL269,CHEMBL2151734,21978284,1
